Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Stage,Amount,Investment_year,Headquarter_City,Category,Categorised_stage
Questt,2020.0,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",Seed,1.0,2021,Gurugram,Education,Seed
DealShare,2018.0,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",Debt,3.0,2021,Jaipur,E-commerce & Retail,Other
Euler Motors,2018.0,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",Series A,4.0,2021,New Delhi,Other,Series A
Blume Ventures,2011.0,Mumbai,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,"Karthik Reddy, Sanjay Nath",Avendus,,40.0,2021,Mumbai,Finance & FinTech,Other
KoineArth,2018.0,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,Pre-series A,1.8,2021,Bangalore,Technology & Software,Series A
ImaginXP,2013.0,Pune,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Vidhika Rohatgi,Venture Catalysts,,1.5,2021,Pune,Education,Other
Apna.co,2019.0,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",,12.5,2021,Bangalore,Technology & Software,Other
ideaForge,2007.0,Mumbai,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures",,2.0,2021,Mumbai,Other,Other
Clairco,2018.0,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",,0.5,2021,Bangalore,Other,Other
Northern Arc,2008.0,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",Debt,50.0,2021,Chennai,Finance & FinTech,Other
Lenskart,2010.0,"Faridabad, Haryana",Fashion,Lenskart is an India-based online shopping portal for eyewear.,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings",,95.0,2021,Faridabad,E-commerce & Retail,Other
Virohan,2018.0,Gurugram,EdTech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",Series A,3.0,2021,Gurugram,Education,Series A
BankSathi,2019.0,New Delhi,FinTech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",Seed,0.2,2021,New Delhi,Finance & FinTech,Seed
BlissClub,2020.0,Bangalore,Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Minu Margeret,Elevation Capital,Seed,2.0,2021,Bangalore,E-commerce & Retail,Seed
BricSpaces,2018.0,Bangalore,Real estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Madhusudhan,Angel investors,Pre-seed,0.35,2021,Bangalore,Hospitality,Seed
ANSR,2008.0,Bangalore,Consulting,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",Series B,15.0,2021,Bangalore,Other,Series B
Reccy Adventures,2019.0,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",Seed,0.4,2021,Gurugram,Other,Seed
Magenta EV,2017.0,Mumbai,Renewable Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture",Series A,15.0,2021,Mumbai,Energy,Series A
Karbon Card,2019.0,Bangalore,FinTech,Karbon Card is a financial platform for Indian entrepreneurs.,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",Pre-series A,1.0,2021,Bangalore,Finance & FinTech,Series A
Wysa,2015.0,Bangalore,AI company,Wysa is an AI conversational agent that has been shown to help improve mental health,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",Series A,5.0,2021,Bangalore,Other,Series A
Agnikul,2017.0,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",Series A,11.0,2021,Chennai,Technology & Software,Series A
LegalPay,2019.0,New Delhi,FinTech,A trusted financial partner for advocates and corporate.,Kundan Shahi,9Unicorns,Seed,9e-06,2021,New Delhi,Finance & FinTech,Seed
Glamplus,2020.0,Bangalore,SaaS startup,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,Pre-series A,0.2,2021,Bangalore,Other,Series A
Tekie,2017.0,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund","GSV, Multiply Ventures",Seed,1.5,2021,Gurugram,Education,Seed
Asirvad Microfinance,2007.0,Chennai,FinTech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",,15.0,2021,Chennai,Finance & FinTech,Other
Betterhalf.ai,2016.0,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",Pre-series A,3.0,2021,Bangalore,Other,Series A
Koo,2020.0,Bangalore,Social Media,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",Series B,30.0,2021,Bangalore,E-commerce & Retail,Series B
Mentoria,2015.0,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",Pre-series A,0.2,2021,Mumbai,Education,Series A
Cuvette Tech,2020.0,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",Seed,1.8,2021,Bangalore,Other,Seed
Clensta,2016.0,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Puneet Gupta,"IAN Fund, World Startup Factory",,0.6,2021,New Delhi,Technology & Software,Other
FarMart,2015.0,Gurugram,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",Pre-series A,24.0,2021,Gurugram,Technology & Software,Series A
Kodo Card,2019.0,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",Seed,8.0,2021,Mumbai,Finance & FinTech,Seed
Get My Parking,2015.0,New Delhi,Mobility,"Get My Parking, is a B2B Platform-as-a-Service company.","Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",,6.0,2021,New Delhi,Technology & Software,Other
Cellestial,2019.0,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,"Gurj Aujla, Ashik K",Pre-series A,0.5,2021,Hyderabad,E-commerce & Retail,Series A
FanCode,2019.0,Mumbai,Sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick Colaco,Dream Sports,,50.0,2021,Mumbai,Other,Other
Jai Kisan,2017.0,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",Series A,30.0,2021,Mumbai,Finance & FinTech,Series A
Plum,2019.0,Bangalore,HealthCare,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",Series A,15.0,2021,Bangalore,Healthcare & HealthTech,Series A
ThatMate,2019.0,Satara,HealthCare,ThatMate is a sexual and mental wellness app for teens.,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",,0.14,2021,Satara,Healthcare & HealthTech,Other
Klassroom,2016.0,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,Pre-series A,0.2,2021,Mumbai,Education,Series A
Convin,2019.0,Bangalore,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",Pre-seed,9e-06,2021,Bangalore,Other,Seed
Mensa Brands,2021.0,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",Series A,50.0,2021,Bangalore,Other,Series A
Disruptium,2021.0,Ahmadabad,Consulting,A consultancy platform for startups,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,,0.2,2021,Ahmedabad,Other,Other
MedTel Healthcare,2017.0,Orissia,HealthCare,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,Pre-series A,5.0,2021,Orissia,Healthcare & HealthTech,Series A
Pickright Technologies,2019.0,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",,0.2,2021,Bangalore,Finance & FinTech,Other
BharatPe,2018.0,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",Debt,6.0,2021,New Delhi,Finance & FinTech,Other
RuleZero,2019.0,Bangalore,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",Seed,1.0,2021,Bangalore,Other,Seed
Rubix Data Sciences,2018.0,Mumbai,IT startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,,Seed,0.8,2021,Mumbai,Technology & Software,Seed
Locobuzz,2011.0,Mumbai,Analytics,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,Yuj Ventures,Series A,4.0,2021,Mumbai,Other,Series A
We Founder Circle,2020.0,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,Pre-seed,2.0,2021,Mumbai,Finance & FinTech,Seed
Haqdarshak,2015.0,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",Pre-series A,0.8,2021,Jaipur,Other,Series A
Enthu.ai,2020.0,Chandigarh,AI startup,Enthu.AI operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",Appit Simple Infotek,,0.2,2021,Chandigarh,Technology & Software,Other
Myelin Foundry,2019.0,Bangalore,AI startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,Pre-series A,1.0,2021,Bangalore,Technology & Software,Series A
SuperOps.ai,2020.0,Chennai,AI startup,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",Seed,3.0,2021,Chennai,Technology & Software,Seed
6Degree,2014.0,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",,1.0,2021,Mumbai,E-commerce & Retail,Other
Teachmint,2020.0,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",Series A,16.5,2021,Bangalore,Education,Series A
Sarathi,2020.0,Jodhpur,HealthCare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,,Seed,0.1,2021,Jodhpur,Healthcare & HealthTech,Seed
Jidoka Technologies,2018.0,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,,Seed,0.34,2021,Chennai,Other,Seed
Rapido,2015.0,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",Series C,43.0,2021,Bangalore,Other,Series C
BYJU'S,2011.0,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",,150.0,2021,Bangalore,Education,Other
ElasticRun,2015.0,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",Series D,75.0,2021,Pune,E-commerce & Retail,Series D
Avail Finance,2017.0,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",Debt,3.0,2021,Bangalore,Finance & FinTech,Other
Nivesh,2016.0,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",Pre-series A,1.6,2021,Noida,Finance & FinTech,Series A
Thingsup,2020.0,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,,1.0,2021,Pune,Other,Other
Arthya Wealth and Investments,2020.0,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",Pre-series A,1.0,2021,Mumbai,Finance & FinTech,Series A
Zepto,2021.0,Mumbai,E-commerce,Grocery delivery startup,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",,60.0,2021,Mumbai,E-commerce & Retail,Other
Fi,2019.0,Bangalore,Financial Services,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",Series B,50.0,2021,Bangalore,Other,Series B
Kiko Live,2020.0,Gurugram,Commerce,Video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",Pre-series A,1.0,2021,Gurugram,Other,Series A
The Hosteller,2015.0,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",Pre-series A,1.0,2021,Mumbai,Technology & Software,Series A
